sector,year,cloud_intensity_sim,cloud_intensity_sector_sim,pred_target_value_added
L68,2026,35.24913,27.212590627956345,278103.375
L68,2027,37.01158650000001,28.573220159354165,278103.375
L68,2028,38.86216582500001,30.001881167321876,262676.59375
L68,2029,40.80527411625001,31.50197522568797,263919.46875
L68,2030,42.84553782206252,33.07707398697237,268009.75
L68A,2026,35.24913,27.212590627956345,119962.9375
L68A,2027,37.01158650000001,28.573220159354165,119962.9375
L68A,2028,38.86216582500001,30.001881167321876,107674.6171875
L68A,2029,40.80527411625001,31.50197522568797,108917.3125
L68A,2030,42.84553782206252,33.07707398697237,117058.4921875
M,2026,35.24913,27.212590627956345,182593.59375
M,2027,37.01158650000001,28.573220159354165,182593.59375
M,2028,38.86216582500001,30.001881167321876,168576.0
M,2029,40.80527411625001,31.50197522568797,169818.71875
M,2030,42.84553782206252,33.07707398697237,174819.46875
M69-M71,2026,35.24913,27.212590627956345,126223.125
M69-M71,2027,37.01158650000001,28.573220159354165,126223.125
M69-M71,2028,38.86216582500001,30.001881167321876,108732.7734375
M69-M71,2029,40.80527411625001,31.50197522568797,109975.4765625
M69-M71,2030,42.84553782206252,33.07707398697237,118116.6640625
M69_M70,2026,35.24913,27.212590627956345,78632.8671875
M69_M70,2027,37.01158650000001,28.573220159354165,78632.8671875
M69_M70,2028,38.86216582500001,30.001881167321876,72449.4140625
M69_M70,2029,40.80527411625001,31.50197522568797,73692.1015625
M69_M70,2030,42.84553782206252,33.07707398697237,81833.2265625
M71,2026,35.24913,27.212590627956345,52785.54296875
M71,2027,37.01158650000001,28.573220159354165,52785.54296875
M71,2028,38.86216582500001,30.001881167321876,51024.96875
M71,2029,40.80527411625001,31.50197522568797,52267.66015625
M71,2030,42.84553782206252,33.07707398697237,60408.83203125
M72,2026,35.24913,27.212590627956345,39364.40234375
M72,2027,37.01158650000001,28.573220159354165,39364.40234375
M72,2028,38.86216582500001,30.001881167321876,38165.6640625
M72,2029,40.80527411625001,31.50197522568797,39408.3515625
M72,2030,42.84553782206252,33.07707398697237,47549.5234375
M73,2026,35.24913,27.212590627956345,30138.041015625
M73,2027,37.01158650000001,28.573220159354165,30845.626953125
M73,2028,38.86216582500001,30.001881167321876,29206.953125
M73,2029,40.80527411625001,31.50197522568797,30449.625
M73,2030,42.84553782206252,33.07707398697237,38590.796875
M73-M75,2026,35.24913,27.212590627956345,43153.50390625
M73-M75,2027,37.01158650000001,28.573220159354165,43153.50390625
M73-M75,2028,38.86216582500001,30.001881167321876,42719.41796875
M73-M75,2029,40.80527411625001,31.50197522568797,43962.109375
M73-M75,2030,42.84553782206252,33.07707398697237,52103.28125
M74_M75,2026,35.24913,27.212590627956345,31175.83203125
M74_M75,2027,37.01158650000001,28.573220159354165,31175.83203125
M74_M75,2028,38.86216582500001,30.001881167321876,33670.50390625
M74_M75,2029,40.80527411625001,31.50197522568797,34913.1953125
M74_M75,2030,42.84553782206252,33.07707398697237,43054.3671875
M_N,2026,35.24913,27.212590627956345,306685.625
M_N,2027,37.01158650000001,28.573220159354165,306685.625
M_N,2028,38.86216582500001,30.001881167321876,268956.15625
M_N,2029,40.80527411625001,31.50197522568797,270198.875
M_N,2030,42.84553782206252,33.07707398697237,278340.0
N,2026,35.24913,27.212590627956345,123334.5703125
N,2027,37.01158650000001,28.573220159354165,123334.5703125
N,2028,38.86216582500001,30.001881167321876,102064.953125
N,2029,40.80527411625001,31.50197522568797,103307.65625
N,2030,42.84553782206252,33.07707398697237,111448.828125
N77,2026,35.24913,27.212590627956345,53632.54296875
N77,2027,37.01158650000001,28.573220159354165,53632.54296875
N77,2028,38.86216582500001,30.001881167321876,52055.7734375
N77,2029,40.80527411625001,31.50197522568797,53298.46484375
N77,2030,42.84553782206252,33.07707398697237,61439.63671875
N78,2026,35.24913,27.212590627956345,42643.55859375
N78,2027,37.01158650000001,28.573220159354165,42643.55859375
N78,2028,38.86216582500001,30.001881167321876,41044.53125
N78,2029,40.80527411625001,31.50197522568797,42287.22265625
N78,2030,42.84553782206252,33.07707398697237,50428.39453125
N79,2026,35.24913,27.212590627956345,25579.587890625
N79,2027,37.01158650000001,28.573220159354165,25579.587890625
N79,2028,38.86216582500001,30.001881167321876,23819.01171875
N79,2029,40.80527411625001,31.50197522568797,25061.7109375
N79,2030,42.84553782206252,33.07707398697237,33202.82421875
N80-N82,2026,35.24913,27.212590627956345,62842.59765625
N80-N82,2027,37.01158650000001,28.573220159354165,62842.59765625
N80-N82,2028,38.86216582500001,30.001881167321876,60784.32421875
N80-N82,2029,40.80527411625001,31.50197522568797,62027.015625
N80-N82,2030,42.84553782206252,33.07707398697237,70168.203125
O,2026,35.24913,27.212590627956345,160225.1875
O,2027,37.01158650000001,28.573220159354165,160225.1875
O,2028,38.86216582500001,30.001881167321876,147631.65625
O,2029,40.80527411625001,31.50197522568797,148874.34375
O,2030,42.84553782206252,33.07707398697237,157015.5625
O-Q,2026,35.24913,27.212590627956345,471444.28125
O-Q,2027,37.01158650000001,28.573220159354165,471444.28125
O-Q,2028,38.86216582500001,30.001881167321876,450183.09375
O-Q,2029,40.80527411625001,31.50197522568797,451425.84375
O-Q,2030,42.84553782206252,33.07707398697237,459566.96875
O84,2026,35.24913,27.212590627956345,163670.3125
O84,2027,37.01158650000001,28.573220159354165,163670.3125
O84,2028,38.86216582500001,30.001881167321876,156029.890625
O84,2029,40.80527411625001,31.50197522568797,157272.609375
O84,2030,42.84553782206252,33.07707398697237,159775.140625
P,2026,35.24913,27.212590627956345,94145.3671875
P,2027,37.01158650000001,28.573220159354165,94145.3671875
P,2028,38.86216582500001,30.001881167321876,83133.3359375
P,2029,40.80527411625001,31.50197522568797,84376.0390625
P,2030,42.84553782206252,33.07707398697237,89976.8984375
P85,2026,35.24913,27.212590627956345,94647.0078125
